GRUPO ECONÔMICO;VARIÁVEL;2015-01;2015-02;2015-03;2015-04;2015-05;2015-06;2015-07;2015-08;2015-09;2015-10;2015-11;2015-12
SERCOMTEL;Quantidade de Sol. Resolvidas no Período;126.0;130.0;149.0;180.0;196.0;196.0;156.0;141.0;136.0;156.0;145.0;151.0
TIM;Quantidade de Sol. Resolvidas no Período;1161.0;1115.0;1090.0;1343.0;1408.0;1484.0;1589.0;1817.0;2026.0;2135.0;2113.0;2262.0
VIVO;Quantidade de Sol. Resolvidas no Período;37570.0;31205.0;29771.0;36611.0;51986.0;53849.0;49111.0;48937.0;49539.0;53564.0;55750.0;58000.0
ALGAR;Taxa de Reabertas;4.48717948717949;4.18604651162791;8.30188679245283;5.74324324324324;7.01754385964912;7.48663101604278;10.0529100529101;8.78048780487805;7.421875;5.19480519480519;7.76255707762557;3.738
EMBRATEL;Taxa de Reabertas;7.20466516177577;6.27978693580039;6.89691043378758;7.67598842815815;7.98764001544998;9.42935611840098;9.31765039325445;8.18095838587642;7.20525767412038;6.76226169138015;5.85524532393603;6.199
GVT;Taxa de Reabertas;6.10963535377928;6.73345759552656;7.14285714285714;6.60006055101423;6.03744149765991;4.96042216358839;4.71256684491979;5.21739130434783;4.26997245179063;3.76284875183554;4.35609663306068;4.741
OI;Taxa de Reabertas;7.81178320990891;7.12828979314363;8.9572192513369;6.88205824912966;8.02536393676878;7.91262783035935;9.01416339921581;9.22022208994438;10.1018108987733;8.20506073762224;8.40949810627537;8.422
SERCOMTEL;Taxa de Reabertas;10.4166666666667;0.0;15.3846153846154;10.7692307692308;10.7142857142857;9.375;11.7647058823529;13.2075471698113;8.33333333333333;7.14285714285714;13.7931034482759;7.843
TIM;Taxa de Reabertas;6.49717514124294;5.10752688172043;6.00858369098712;6.75990675990676;10.9619686800895;8.09061488673139;7.3208722741433;6.5015479876161;7.75401069518717;6.5123010130246;7.81637717121588;7.61
VIVO;Taxa de Reabertas;8.56344326439352;9.84180790960452;10.4881955567936;9.53510788166382;12.372664103083;7.97320796032717;6.69689570980119;7.70884520884521;6.8619333471331;7.77013752455796;8.89331253026309;8.982
ALGAR;Taxa de Resolvidas em 5 dias Úteis;83.3333333333333;84.2592592592593;81.2297734627832;86.8686868686869;81.140350877193;85.7142857142857;85.1851851851852;80.9756097560976;84.765625;83.5497835497836;87.6712328767123;85.047
EMBRATEL;Taxa de Resolvidas em 5 dias Úteis;85.8307093906279;85.078318219291;82.1777145180968;80.4331590739358;76.0464245600899;75.7051417317296;78.3491018785136;84.6087771357176;85.6346551998726;86.4812419146184;86.23557821304;86.189
GVT;Taxa de Resolvidas em 5 dias Úteis;86.2464183381089;86.5739734955464;85.0143341151942;86.8913857677903;86.8704194604709;88.1740939830068;88.0582203109494;85.7116104868914;86.9277225793883;86.1045346931342;86.4176570458404;87.03
OI;Taxa de Resolvidas em 5 dias Úteis;66.4750457277241;58.1393047135964;48.8264170599656;48.9930561568166;56.0643050504044;62.298904594917;63.2689156079119;68.8235515283679;75.6513398712001;77.8651158827539;78.1727677194837;78.426
SERCOMTEL;Taxa de Resolvidas em 5 dias Úteis;91.8367346938776;93.1034482758621;77.7777777777778;89.3939393939394;80.0;90.9090909090909;92.156862745098;83.6363636363636;54.9019607843137;90.4761904761905;68.9655172413793;80.769
TIM;Taxa de Resolvidas em 5 dias Úteis;87.2448979591837;85.8560794044665;85.6862745098039;85.3503184713376;85.3846153846154;85.5987055016181;85.2857142857143;85.9516616314199;85.0267379679144;86.9753979739508;85.5608591885442;85.388
VIVO;Taxa de Resolvidas em 5 dias Úteis;71.3758166840261;61.2203585887796;58.2988369800907;67.6639752239796;69.0161433837549;77.120987971956;77.738595018192;78.0926730733917;77.9719737318372;85.4662284789326;82.6491133799033;85.056
ALGAR;Taxa de Resolvidas no Período;100.0;100.0;99.391;99.854;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0
EMBRATEL;Taxa de Resolvidas no Período;99.857;99.781;99.322;97.889;99.331;99.058;99.653;99.711;99.882;99.87;99.883;99.806
GVT;Taxa de Resolvidas no Período;99.404;99.251;99.5;99.885;99.857;99.393;99.613;99.04;99.557;99.194;99.655;99.912
OI;Taxa de Resolvidas no Período;99.598;99.467;99.372;99.499;99.597;99.687;99.69;99.636;99.724;99.675;99.624;99.685
SERCOMTEL;Taxa de Resolvidas no Período;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;99.27;100.0;98.639;100.0
TIM;Taxa de Resolvidas no Período;100.0;99.821;99.271;99.408;99.787;99.933;99.937;99.453;99.901;99.766;99.905;99.341
VIVO;Taxa de Resolvidas no Período;99.258;96.49;90.757;81.898;99.613;99.516;99.471;99.506;99.52;99.996;99.415;99.416
